ID	MA1	MA4	MA6	MA7	MA13	MA26	MA34	Y5	Y7	Y8	Y9	Y13
8.38_439.2968m/z	108943.3085	75213.77468	61051.50042	66268.65379	108515.4547	47667.40677	50149.59098	37690.00014	38097.82549	33366.83013	12733.04319	26552.36613
9.72_347.2227m/z	30127.36592	29515.45272	44584.36002	38415.08323	36741.60302	41680.08906	40004.94504	61696.43739	55782.02634	89548.90982	112016.034	88917.9847
8.34_317.1756m/z	180480.656	150807.6555	85343.86032	241510.3215	201457.3156	135352.84	119026.4358	166725.7657	277871.6081	192450.0877	239457.0257	261841.1696
4.67_445.1901m/z	3133626.92	4296521.77	1906406.878	4762812.437	3530651.982	2098722.266	4746586.081	2818787.928	3935626.47	7608013.686	16972741.21	11301786.54
5.81_381.2283m/z	275669.269	455987.8449	427583.0336	236836.1873	337269.8113	381049.8977	306575.0858	616517.8982	468289.4618	895718.3671	1419295.261	984048.1836
1.13_135.0300m/z	184561.2684	145467.351	255079.2527	224806.4259	163914.7186	125491.3311	225664.5595	400208.4813	278779.4602	209831.2279	263735.6797	258963.5168
0.78_189.0628n	238081.8587	294818.327	603420.7741	357166.2279	168836.6111	153784.8039	507284.5155	1039042.248	486418.0286	587571.5608	387537.7372	661143.1792
1.58_202.0713m/z	100054.4627	101653.5298	101720.3398	101675.2714	65533.08579	71949.45111	129684.6653	339575.7728	152088.1525	137807.1845	167564.39	106782.7437
6.37_379.2126m/z	273165.0766	229718.4555	299977.1561	302724.5925	284476.9359	391161.7121	422894.7765	386712.6643	576067.3298	646126.9993	271899.2624	921262.7333
1.13_152.0323n	806606.0064	357040.8805	840428.1557	1420730.092	409846.8571	414336.125	879741.9377	1844528.667	856444.7054	1137093.697	1619354.852	1057006.891
6.94_298.1203n	3286389.733	3139252.311	2591616.759	3044041.3	2704613.566	2505463.137	3775554.523	4028232.04	5320627.568	3539449.98	4256609.172	4611801.211
7.56_473.2580m/z	236358.5486	383570.1482	178476.2125	442775.7463	824980.4751	209931.8814	416376.1502	469996.8837	869016.0116	1130485.469	1017408.737	712776.1258
0.72_278.0880m/z	123584.6201	79124.0132	142647.3697	176051.3981	90895.182	62743.19234	112551.5073	313643.193	143633.2817	122354.9772	278872.3108	161878.0582
7.90_515.3045m/z	1926141.796	2448242.924	2439331.308	3247598.166	4204383.161	2734077.239	2615969.325	2987831.203	4400099.14	7902136.419	5667789.886	5306761.019
8.02_343.0214m/z	17393.60188	56768.69094	160331.3209	13664.04754	105850.7376	76249.76825	85785.39078	133144.7002	92309.8925	148053.9614	158272.703	175501.7431
9.92_493.3536m/z	394006.2222	453455.3616	537543.797	349216.0535	346720.7423	345861.3243	326072.5711	70101.46305	72075.06052	86331.5051	70116.70906	89156.34243
7.82_541.3198m/z	73394.78441	108740.1794	84976.27121	85409.68089	108244.8945	131400.6633	137196.7406	25613.47627	37671.83223	87708.83932	43697.08952	60605.42692
7.01_499.2372m/z	261568.1862	446688.5741	227107.6269	190267.3111	215014.2426	295039.2897	227121.4719	78217.15916	76149.88876	219064.6622	229059.5689	146824.3521
0.76_162.0517n	481927.3224	354484.8371	531274.5083	459011.7294	468608.135	461234.4619	436941.659	677179.8991	751194.5102	614596.1932	833200.4941	561434.0774
6.40_281.1394m/z	30135.66805	71262.53306	53613.50849	37761.9994	41673.90775	41814.56952	41003.13432	98136.44673	101455.9986	117399.9833	100103.9716	100294.8516
8.59_319.1913m/z	22121.90272	21264.29675	33168.44899	28696.85055	36331.93173	26238.39308	33686.90338	101400.1812	71012.53647	106115.7024	92153.4751	349902.0326
3.66_284.0598m/z	43822.03748	54564.1294	87676.43202	68538.80605	49532.95896	85498.58943	65347.42111	99047.10523	87163.57236	115919.1638	113143.6839	174505.7597
8.80_505.2267m/z	153272.9129	290793.2879	160761.9016	189461.1852	281866.0357	58912.02935	394939.0395	329961.5928	259335.8077	544929.5728	577441.8693	826564.9001
9.17_249.1493m/z	18822.55512	32986.53324	47502.06373	85392.30845	33539.53572	25467.34556	30816.60101	235927.965	322969.8647	595252.6733	511389.0682	1125117.786
7.85_480.3449n	164405.5431	187442.8019	114789.0929	178309.304	122680.7047	143511.3098	135073.2768	72601.07558	37418.81865	41842.03324	58499.29967	48594.65309
5.08_809.4154m/z	12617.67058	91902.0949	30613.27331	5940.805223	149316.1623	1.27646E-06	177831.0158	119830.6544	454635.0237	410295.3061	1588366.642	1306358.269
0.75_325.1141m/z	133482.3443	73103.09362	166633.4515	119209.7283	106304.2476	91989.93933	125370.2616	191400.2465	183283.9622	151783.5158	224710.8806	152155.075
4.06_271.0473m/z	38833.12412	66286.53331	73178.40918	48950.2397	117150.3174	25839.30453	41810.76233	147283.7743	147497.8504	172625.4862	194330.2635	193772.32
6.26_567.2634m/z	1922260.568	2377390.623	1668478.056	1124178.159	1984277.984	1534697.433	1230231.699	641172.7228	538192.1513	1311209.308	1244116.6	1400389.038
1.35_188.0919m/z	203969.199	273817.9769	176677.5965	208348.1769	222757.8231	201298.2637	212117.6376	290365.0157	288362.858	223067.8991	226437.8666	293714.6595
5.09_302.1727n	8557642.527	5422680.887	5698907.585	5831627.955	6291691.384	9806280.213	5626108.24	1536657.326	110340.2878	374620.7644	419669.2227	321680.3571
0.78_151.0250m/z	185343.5636	75920.51476	217024.8738	349377.6509	102286.1155	109896.3795	214805.0764	474923.3393	197372.9396	281785.0198	403462.3938	236333.4083
7.82_807.5087m/z	1.27646E-06	1.27646E-06	1.27646E-06	1.27646E-06	1.27646E-06	1.27646E-06	1.27646E-06	19739.59862	4652.270792	33610.2072	73449.33196	91117.3827
6.03_526.2478m/z	78954.78379	83331.16365	64831.77446	16425.88012	66517.9032	98504.90335	87332.27409	4176.240303	2933.73977	25178.66176	16844.532	18566.88157
9.12_398.2125n	93999.1422	1164108.518	234854.4246	370065.8386	694438.4515	31150.98755	899991.0642	10048024.44	6776598.94	10345855.49	69307201.86	19832973.8
6.26_330.1105n	13291551.07	13123546.74	12154320.96	16032498.64	10058620.42	14150974.42	14077148.44	38994.22488	35246.6468	42326.77123	41443.48929	34761.0848
7.24_408.2875n	23550815.19	25523484.19	10696255.6	36503487.3	23611276.83	23200334.58	29065427.69	52992418.19	39593342.94	22333011.61	41438754.83	43770038.41
7.46_369.1740m/z	965.306735	11167.95822	2786.165064	10856.26585	53473.8451	5866.734432	19345.9503	135324.0767	266393.881	224095.657	754121.7074	581005.8672
7.87_350.2456n	728813.6381	1036621.943	453417.7853	817417.7605	561653.7822	677778.5449	335667.8595	9512209.823	6115580.15	6671369.727	7908929.951	10629253.6
5.65_429.1952m/z	440093.0788	1596921.189	622530.9368	1051118.894	2181376.625	260166.9004	4077601.542	3393040.435	7305359.345	3424566.724	16605679.39	19562020.55
5.09_789.4102m/z	105398.9347	207355.0437	86782.82274	225591.9419	239361.0935	44106.86047	337656.122	372121.7573	415634.1453	492035.0078	654880.8928	652765.6416
9.05_322.2141n	255966.7336	190504.3752	471108.8991	487444.9963	537093.3283	388254.6873	236911.2151	1189754.115	1405001.83	416078.9231	214583.8132	971053.4009
8.45_350.2456n	278035.419	580953.5764	344134.6537	303481.7215	299840.9528	234877.6545	366980.7783	4230229.847	2877668.05	3685457.745	7654939.585	2621300.301
8.51_493.3536m/z	527723.1206	628562.3862	346935.9384	728997.0698	471025.0891	443695.5702	505835.1636	220677.0348	120738.18	239300.9111	170670.0223	190121.5484
8.73_493.3537m/z	437901.2797	520015.3694	467883.6958	390425.9662	382261.0285	434755.6173	383145.9212	160033.9049	132378.4613	161508.6837	106025.1695	171103.3563
8.28_397.2053m/z	15866.86813	517546.6771	44970.19225	181874.9057	299425.3399	3186.054645	264680.4593	1453310.425	1104051.366	1397398.06	6413930.581	5990839.716
7.41_759.5417m/z	110277.3975	191680.7622	125836.9719	136613.0405	236622.1049	138159.1639	16218.50965	1652928.595	1562251.452	2831852.379	3259632.008	3540725.514
4.35_494.2893n	3258.41492	1502.260584	18328.85118	3379.607591	21417.56446	32.55999262	106758.0668	1699556.148	1422621.868	2046242.105	1672798.617	2760217.572
0.79_303.1197m/z	43311.59364	50892.49154	38554.72261	41676.36299	43746.81179	29751.56235	37937.97588	570482.7203	424281.5193	112946.0856	61904.35633	65075.98714
4.97_337.0387m/z	280487.1268	912835.3217	396551.7783	1315750.473	501232.0829	259614.2172	523626.6062	800732.6852	914253.0596	3032142.864	6285910.609	2293769.919
9.35_373.2053m/z	2403719.608	5061668.532	2027003.015	2705337.044	1917507.58	2818146.332	1377518.869	219123.3015	472932.7762	1790165.791	1422674.832	728005.1114
1.17_495.1832m/z	356716.5239	329138.3785	773273.8248	92827.39324	690948.0437	205359.3133	74875.53221	30840.72656	20003.5267	24060.63349	90085.36412	11978.53501
8.34_352.2612n	42301.10595	94153.47863	20586.82568	46589.25859	14524.34602	22693.36081	37193.9445	1309524.831	533527.1306	1331270.932	2312673.339	675294.3278
8.38_297.1270m/z	21561.4559	83568.24974	79916.66549	258859.2194	385645.1459	88738.01934	519270.5883	494241.1992	1053069.258	1034178.341	2403246.549	1543024.406
8.51_596.3230m/z	2290133.89	2942444.245	3090410.722	1739517.965	3362696.999	2776759.094	2793020.679	1894297.65	1981208.056	1792782.991	874040.8729	1849865.05
7.19_526.2478m/z	592081.6361	1702288.689	1124823.502	141400.6346	1026310.938	1446712.643	1336263.204	39157.20756	55671.25494	167003.2661	250199.9949	216945.9244
9.51_493.3536m/z	774033.9283	953314.9037	1172785.212	791059.6547	960901.4539	739199.9011	680084.0488	155139.9311	208400.821	234261.588	163078.5311	237715.2335
5.53_482.2871m/z	106737.5708	168113.5779	381102.8704	229805.3469	293162.908	361489.6848	395426.0833	623784.4096	1237634.895	1009021.015	980165.6994	1102872.29
7.26_773.5209m/z	24738.92479	44958.5998	1.27646E-06	8561.051727	13671.65862	14219.32896	11283.30805	675520.8154	501841.5539	650937.5471	1307876.834	488236.3379
1.55_277.0864m/z	267865.9184	232812.1815	130687.2696	266680.5402	178108.2289	354829.6217	200982.1497	107445.3655	57917.39165	74209.54751	131597.6269	91100.87507
7.89_757.5257m/z	49600.6276	44467.92967	1.27646E-06	21505.8404	10049.98563	8186.985552	11742.4505	894610.0941	434043.6001	603671.8041	510516.6392	527838.9709
3.29_286.0027m/z	4227.886608	144959.2121	372739.7008	93722.9438	125538.4594	122038.4096	346930.3289	381291.524	211112.6182	331121.3802	502470.3887	849751.1243
9.11_645.4947m/z	487836.7529	988293.3753	1596014.916	835043.9433	1082808.878	1285974.106	1533528.334	674867.9889	593458.8126	334828.4741	80799.44645	804029.3789
9.07_312.2300n	1157152.669	657194.8025	883081.3639	694031.8163	1252182.345	1187516.46	1987132.659	460209.9048	532508.0952	530639.5852	369780.3834	637681.8094
6.10_245.0486m/z	98850.19174	96182.46294	74547.45329	271798.9676	131361.3378	100068.0175	51175.54648	308947.3367	230471.6431	274902.3593	300220.058	418142.6542
9.99_492.3451n	328561.5605	417862.4643	510555.6578	341472.9213	442624.4627	367752.5772	362960.9199	222229.2289	237637.9351	171100.6597	151850.5968	276740.6536
4.88_210.0884n	275855.499	134870.0561	372108.8888	136725.6804	363847.419	435011.3073	191936.0701	59498.46365	64326.28162	111371.4517	24103.76878	71796.76498
7.86_725.4612m/z	57874.58268	74087.96434	83135.20607	71574.22306	75194.42832	92890.1266	110142.3641	9512.565332	7840.809447	24652.2525	9170.561078	19080.39698
7.28_421.2595m/z	1610257.023	1758722.013	1129270.397	813202.1227	1634744.717	1499807.67	1395159.948	823814.9674	663965.3057	1174801.675	760866.1117	940087.9077
7.22_257.0817m/z	158517.5301	356193.1556	239312.1295	88134.89429	467056.592	860848.8777	171626.9262	456867.8268	962023.7128	623191.9605	1081408.254	886873.476
9.27_645.4948m/z	409566.8147	806402.7237	1520442.096	692280.216	1201939.275	1346356.623	1469916.797	737761.8275	610764.1896	256049.3466	71077.80262	913013.0622
7.26_423.2753m/z	975638.2411	1261285.913	730637.6719	384395.2704	1415789.981	926971.7197	1082503.88	464750.0378	382545.3705	665599.1911	462660.5857	503920.4109
5.08_645.2950m/z	13279.18872	56849.20262	25632.09395	87750.44154	42962.70085	3728.202803	78130.59937	194619.9193	186072.5048	196274.4679	392022.7532	139645.7125
6.10_381.1127m/z	103846.3083	85520.27488	214528.2042	143699.4576	169236.3593	141175.0668	189014.9584	580356.5781	713478.6115	148066.2901	162895.2888	342567.4169
8.19_265.1444m/z	6019.311498	14072.31704	13160.43799	55926.10659	12026.51871	9524.001264	9730.6697	175956.5752	262789.2707	432593.4484	376185.2564	585643.5756
8.57_443.1932m/z	1494.117509	5331.784021	411.4079661	1997.892276	4160.922068	1513.056687	1314.326451	98421.615	65910.9096	108826.1797	311051.7161	293520.5609
8.38_721.4301m/z	646259.1364	569901.5842	589286.2945	815286.3767	728129.0135	839891.8601	808313.2039	998905.4276	1164853.207	1302734.205	1386401.581	738008.3664
6.85_424.2825n	824678.8692	990523.8068	565627.1388	258549.78	1177717.611	724099.1464	838047.277	284312.1592	231474.1668	540647.283	317928.0619	332942.3642
6.30_403.2159m/z	120363.5741	229685.8006	146186.1198	214060.4453	278798.6229	299682.0982	126819.9094	202200.3939	286291.0055	623035.1991	417361.2831	494431.4903
6.58_457.2259m/z	8082.71825	27081.7211	40038.58791	31943.89285	50397.96769	43591.00695	66148.67559	92537.29117	277923.307	259896.0256	191313.0797	186814.001
2.68_227.1031m/z	355198.5352	277510.8626	276568.5964	221919.4456	270033.3366	423002.78	370315.1172	392057.6735	499137.2229	553192.9125	533019.1303	437888.4007
8.91_507.3327m/z	351803.9557	423999.9936	337156.1263	399054.8104	431400.7645	377996.1704	393352.9137	280779.1532	222843.9894	234953.2301	192038.6586	273443.1457
5.99_356.2200n	16780.80239	28566.07528	10930.10318	10852.08263	16044.65387	12691.35292	11522.07639	178763.9217	172517.471	114459.9808	133359.1816	140501.189
4.95_717.2591m/z	10802.97805	105742.1237	1.27646E-06	133612.9549	38519.37115	7749.572831	59434.34245	125885.2289	123338.5104	486184.3606	1238346.172	391227.7268
6.38_381.2282m/z	48168.68544	87114.70478	32272.23989	35514.66295	34671.53626	40704.98177	43036.67205	281402.0655	236723.5351	359360.8079	682348.3895	214062.9722
9.02_393.2648m/z	18634.67012	9605.803451	8837.986046	10534.30623	13085.55584	8215.414437	7289.054898	112652.2374	60841.48246	73140.44295	101565.2154	105455.4831
8.70_491.3381m/z	547373.3614	680812.5735	546827.8752	506293.33	490610.1111	486788.6784	546021.3699	290299.0703	213357.3375	249176.2359	289334.1934	314194.7071
6.97_467.2648m/z	190589.522	210298.0607	163190.5297	71193.48921	211302.1978	182707.2325	157906.1557	72649.23653	75784.94665	152487.6423	78438.21949	98234.96868
7.22_292.1310n	137913.5512	296585.4252	141254.9719	111534.1032	153256.7637	304595.2453	474066.2398	534440.2049	763154.1165	842256.3904	265183.9129	493768.9149
8.09_387.2304m/z	17510.03739	25040.42853	7769.428105	17119.92215	9398.034684	14875.58167	9081.363198	253990.2675	172092.5715	202002.5036	323489.8925	382235.0992
6.87_371.1896m/z	22209.62154	27392.0484	3196.981612	25339.5969	16563.21545	16741.32057	7978.444206	106935.9957	120152.301	148808.292	1171806.962	483638.7838
4.35_529.2589m/z	4588.755908	84.69779078	3603.85315	2466.642026	1767.271538	1.27646E-06	13430.82986	241865.4198	192230.886	264407.5956	190667.9989	426283.936
4.61_669.4224m/z	1036.811567	119977.3368	1.27646E-06	62185.38436	1.27646E-06	30271.47386	17138.08089	226545.5858	165681.5162	164072.7946	448687.5817	631810.7895
8.41_495.2789m/z	129637.4069	151101.4151	105360.4595	186056.7166	228436.5658	102454.6775	187007.4833	145717.0076	272422.5626	320321.504	437221.4275	403040.6672
1.13_189.0629n	162886.2358	184590.7345	236176.5836	179543.0594	110896.8218	125620.4669	254364.9383	601549.2201	276708.0544	259326.2547	175802.5507	440742.4848
7.72_513.3431m/z	731502.4951	1031044.702	881875.0717	668507.5111	826098.0132	966787.5243	536324.391	432667.6407	355806.3658	481593.5491	519982.1109	685663.7374
5.45_757.2900m/z	86555.46012	150295.9212	18485.7099	165856.4638	96443.87827	1.27646E-06	151353.8047	181267.5292	147187.1539	302716.4055	1032509.735	487341.9456
6.38_249.1129m/z	52456.27024	67516.88865	163076.5235	103508.8309	128261.5751	34904.38474	97518.23425	410677.9649	394073.9676	181354.8082	277210.2977	42096.82491
0.83_241.0019m/z	360622.0767	188228.0343	276891.5268	342451.5491	157802.9769	200156.6824	182544.2855	561374.5919	424573.7888	469135.3056	859922.34	290718.0828
6.76_529.2836m/z	394549.3044	524154.2889	287999.1777	671007.6738	759817.8584	400165.4549	509654.5183	554317.9946	486625.8548	1130753.731	1157072.084	815117.0255
1.71_303.1197m/z	19690.71237	30493.60512	11178.17536	29279.41165	15790.39503	18392.38852	22174.38302	203250.46	207704.157	102044.0642	47799.44545	33734.74402
7.33_459.1879m/z	510.4392063	7111.534506	923.9537291	439.8777421	11371.84817	1049.682076	7355.218378	83692.67084	120466.0947	112106.6463	657402.5833	404391.198
6.61_699.3210m/z	1.27646E-06	12286.24319	1.27646E-06	1101.086687	2212.379522	1.27646E-06	1.27646E-06	90768.85596	149185.3572	127699.2844	304847.0231	699113.0085
5.66_773.4150m/z	1.27646E-06	6050.617616	1.27646E-06	1525.563952	1944.479751	1.27646E-06	26558.87755	29606.63265	57881.03034	22144.65129	102729.4681	130736.1302
6.51_491.2862m/z	1399172.995	1696159.246	1846632.121	1613460.211	1874900.199	2053193.386	2077917.409	1773948.098	2227695.149	2298219.542	2254889.612	2045991.038
7.08_420.2511n	247416.5488	188359.3008	250381.7446	94119.55462	192461.5846	171799.4885	224183.6649	74264.52403	49645.19025	99060.69196	90196.08702	102077.2302
7.60_422.2662n	517346.4605	574898.2378	444067.7409	385874.2881	503714.0879	494522.1311	673915.364	292239.33	170284.1383	340661.7559	326559.8183	373667.8409
8.85_505.3173m/z	113858.3279	179239.2642	157915.7764	147831.8055	159910.1834	167905.9184	96008.64975	40210.54606	39222.79238	45168.48061	37341.12863	55189.34166
6.71_413.2546m/z	146730.6851	153760.2326	116097.802	111460.9329	119793.4866	143478.2323	116640.1319	254053.8916	223191.8492	344739.5315	502200.0817	280108.8461
8.09_759.5403m/z	21020.43936	38028.88001	1.27646E-06	11288.44997	30240.83935	1966.789414	5032.698221	160322.196	101005.8622	216844.7248	200898.2316	231041.2651
8.29_507.2421m/z	31036.07424	56883.88372	42333.10785	43877.39191	86406.62946	17083.63064	86965.06387	106731.6248	100367.6681	151070.3036	215741.3481	242968.3466
7.66_821.4882m/z	1.27646E-06	1.27646E-06	1.27646E-06	1.27646E-06	1.27646E-06	1.27646E-06	1.27646E-06	40094.0798	107455.9653	25299.66086	320697.1771	144781.3197
7.41_769.4899m/z	100874.0322	175088.9967	95460.06554	140813.5245	163111.159	120281.984	308030.7547	235353.3987	210047.615	486652.4553	692466.0709	310738.5124
9.24_557.3150m/z	281762.5712	415190.2086	544034.5749	314869.952	459310.1084	351916.8225	586596.3977	162483.0124	199904.7697	301832.9575	213045.2919	255423.2596
5.06_621.2372m/z	4592.49602	16495.82476	16151.55952	12153.30578	62551.04503	1.27646E-06	84530.33326	33833.43383	112579.3112	218069.49	445454.5958	394305.926
5.95_355.1220m/z	538925.1167	821107.6781	553081.676	353216.4618	425022.6008	769915.9496	246300.1342	213198.5911	162590.7096	394520.1873	368697.5494	246557.3544
6.60_419.2435m/z	78818.48501	82486.15884	37084.16662	40957.10551	85091.81345	62643.98571	52072.04064	12247.13461	6166.123016	18867.8359	9836.342446	7883.899916
7.56_394.2720n	338314.5113	460513.2979	235264.5201	133735.5409	403874.6768	322337.4202	344982.4395	59481.11261	76823.35776	193423.1593	162508.2631	139991.4943
9.07_479.3742m/z	222027.163	225791.0348	127421.5677	108088.5396	207960.1855	194849.4574	273146.3547	96488.71433	71191.69394	102092.6951	45037.52695	106287.0518
0.81_399.1166m/z	10948.47439	29404.23655	24912.18025	5909.759165	30722.26934	17702.2502	16348.94606	87812.61127	108775.6032	9522.828856	148234.3552	106291.7684
4.91_486.2532m/z	337813.5974	275833.9134	99138.04163	28078.91322	320850.4316	317065.9461	188209.4748	15466.16555	15577.41985	58972.46114	21813.51256	36137.29267
6.95_523.2370m/z	15926.01384	59662.86834	45282.7847	69287.25111	90947.82191	5553.361147	168313.0782	99885.04372	143899.0217	202648.3579	509559.683	385077.3583
4.51_859.3979m/z	1.27646E-06	13980.49031	1.27646E-06	12552.03687	35344.28202	1.27646E-06	51741.65396	32453.29385	15705.83035	145649.8534	507034.26	460097.475
7.04_481.2264m/z	206046.6318	379491.3433	291636.0074	210696.1595	197319.2602	367541.5737	205666.0006	92686.38944	93383.74952	197214.4199	156533.7891	175575.6329
0.74_371.1195m/z	192595.7886	110201.6057	159432.7571	152343.8456	157958.3085	153120.7901	156249.285	248274.219	254995.5999	197957.5401	294184.7204	240820.0495
9.69_508.3401n	124380.4452	154123.5747	178124.8837	151559.6858	203136.012	172022.6038	172403.0496	65135.27528	72345.6061	90453.07495	56169.30297	101548.8185
0.78_231.0504m/z	142766.195	145093.8331	116283.4467	170114.1363	133684.731	130368.6604	128101.7821	251522.749	226298.7657	204632.1839	285613.2924	176197.1986
3.07_931.8112m/z	14272.24942	21820.06329	16496.18889	9986.649762	1.27646E-06	1316.874125	36119.72956	211825.3601	94731.86079	132301.5804	82212.31928	44429.7645
5.04_249.0800m/z	229861.265	296381.7565	199795.5988	188441.5829	395815.6599	273291.5821	213065.0148	339859.2353	340004.2922	444392.5982	548382.8142	450672.5395
9.32_447.3117m/z	95298.28	135505.7224	76840.79879	144047.9516	156830.5936	117752.6958	77832.25413	197164.9862	350593.8882	115038.0522	123691.053	434619.7603
0.89_310.9370m/z	105282.2866	127830.4413	93704.16586	36162.85232	172126.2172	141619.5961	145463.4325	22614.55184	8975.579704	35844.18901	23566.64102	20141.12773
3.94_469.0809m/z	96369.62828	283664.9027	168012.9392	177378.5806	336495.3743	210267.023	168578.104	384116.8451	517092.348	291309.0812	312663.3641	198967.5243
8.73_529.3197m/z	125687.0989	174885.2816	140477.7865	173806.1899	238678.8488	211456.0245	119121.0459	25904.40762	36384.98812	146777.6158	58943.99831	70597.96935
5.62_466.2922m/z	360741.7996	285260.0898	376949.533	391085.6378	294686.7498	437387.0684	420601.1209	461274.0384	461816.9563	454983.342	400859.7812	395030.973
5.48_381.2282m/z	105753.9164	85928.2353	60444.39119	136894.7619	50108.55773	231874.499	81169.93525	141984.7811	155021.3551	275510.9056	277933.846	229182.7869
6.64_293.1394m/z	290637.6781	184601.152	564717.2076	321293.2083	367412.6718	306610.6027	448850.5855	269809.9554	311968.9294	73923.01939	76838.99162	170630.5198
1.64_319.0856m/z	274467.4324	469683.1095	359485.6175	213385.1567	300536.2163	384506.1376	426408.014	138307.4176	144524.7036	238495.133	221645.3336	204885.7841
8.50_468.3448n	106781.8816	137558.8832	73459.45055	112819.5462	127125.8417	105827.918	115381.9407	165304.6583	131198.3039	305371.638	324195.312	379835.4506
6.66_528.2638m/z	205531.8217	286186.9112	206760.247	73800.0229	213557.0347	297002.324	259830.2394	28874.4606	33121.82217	121286.1024	93183.40985	79868.72482
0.78_234.0733n	229135.4442	173910.3089	160749.8117	241729.0146	178284.0389	202825.5973	204797.7166	310455.1806	320690.5811	257792.2738	294439.9709	249994.3074
8.87_491.3381m/z	262228.6897	269785.2314	221823.1756	242896.7861	224686.4316	199964.3737	190109.7404	118682.2437	103768.5607	99250.37261	84701.33775	125503.2267
0.76_511.1780m/z	116384.3395	98519.31394	502510.8907	26317.55913	228105.7373	171402.6539	171137.7025	32251.51751	9241.48477	7416.769766	19529.52093	18110.81737
7.86_505.3171m/z	186775.6534	232280.1744	193981.1559	208743.3418	201964.4854	217481.0843	191760.3861	77578.45704	69713.70667	104319.7481	77181.95706	105027.405
7.95_419.2440m/z	381576.6178	99736.89863	184104.7684	74635.29815	228339.2136	268066.4402	528816.1036	60281.89133	28888.11929	182408.2776	43963.89242	44236.70954
9.81_415.2814m/z	85379.2626	91335.00437	111943.5825	159539.8957	67112.36713	109055.8359	234225.9833	176063.4367	124330.9751	429343.6296	213904.1691	580049.7342
7.93_476.2651m/z	315378.4909	301787.7684	22870.41871	3294.389212	413777.049	198164.6875	51349.73094	827.5376619	710.3794334	28000.27569	5377.260097	4176.2959
6.06_237.1127m/z	61191.75193	53850.77978	195796.8438	141486.9263	97447.90081	91496.17156	73190.94336	451205.2729	284989.5066	140915.3172	209250.3616	186437.1817
8.09_803.6039m/z	5428.192248	0.101567597	1.27646E-06	10977.25543	5059.358439	2916.396973	1.27646E-06	76311.90474	69562.44654	130289.8258	171749.8296	153698.0518
8.50_489.3221m/z	321324.4564	405954.6248	296110.4825	314110.6855	340233.7702	286071.4431	276361.4854	184730.4928	172335.7054	202736.4549	183858.5314	236940.8561
8.79_523.3273m/z	444867.8917	524659.2015	424300.5941	354467.7463	506167.8513	548625.0923	313866.9088	225447.3257	209453.0472	280814.4128	375662.2872	363879.8115
2.03_247.1050n	156349.9906	199068.1536	81300.47988	122871.5434	95863.84251	128741.01	118881.3314	385425.0696	332740.1564	195932.1949	268305.2866	147026.1901
