ID	MA1	MA4	MA6	MA7	MA13	MA26	MA34	Y5	Y7	Y8	Y9	Y13
7.08_290.2234n	82922.15676	165085.7591	53391.84743	106382.6403	60832.5011	103465.5789	99773.62124	113599.9903	167968.1919	244596.8061	172237.6497	131774.7682
3.40_298.0963m/z	17130.78874	12874.30608	76320.40846	34076.61973	22316.50001	13523.76086	33442.43567	177735.2177	234541.1963	21478.6933	101197.9622	42748.08621
9.05_427.3560m/z	321129.9519	261949.7633	152195.6343	205311.3543	292158.8414	242348.5649	373512.5448	220677.7199	114352.0586	159541.5074	126740.3937	166219.236
9.13_417.3361m/z	107793.6451	96692.29261	81649.27741	106541.0906	89736.01971	121374.546	82534.732	205225.6639	138546.5218	103247.0983	94618.01497	204973.0871
8.16_419.3516m/z	8720.050671	6370.253153	1.27646E-06	33260.81427	6026.686103	14555.40937	7052.535129	115985.4531	49468.9078	17087.43126	48540.38666	76120.73136
9.16_382.3231n	190765.9913	199181.1132	223364.7652	250130.8639	293956.3997	211427.6977	197477.1992	269041.7448	296383.9571	291890.2671	247537.0034	376242.6058
4.24_188.1281m/z	143509.2019	126615.2211	65161.43961	236334.8088	90667.7338	186476.0252	88560.52924	19119.26369	14786.59885	23568.68053	15877.31103	27786.42783
4.62_187.1207n	149476.6919	172170.4516	178172.0256	118650.8429	296699.3651	145495.2922	140867.0902	44327.57589	181766.0713	40280.24813	130782.7904	68948.96393
8.68_299.2001m/z	40328.01365	68370.97983	82685.71773	68066.23705	103014.3275	57883.49688	60257.14448	98883.72228	111634.3094	103212.788	139000.3769	124429.1613
0.68_235.1650m/z	16458.57462	868.8914052	62741.34526	7317.440465	12339.12315	2242.084045	37898.27554	3093.825368	11847.05568	149330.4007	217726.8797	247766.4717
8.48_356.3516m/z	86554.17989	144033.0393	76689.11837	120661.5628	79535.30664	147698.0595	144155.9783	900859.0519	727494.3129	383183.1839	207512.9277	3193.649776
6.83_356.3517m/z	26453.34146	108471.2305	28664.27285	51865.73022	62844.92121	63496.20659	157208.2392	154929.3447	228266.3497	425757.2793	351104.8818	1351.590352
4.60_346.2140n	2088086.972	3469471.218	2351638.016	1716160.358	3226072.312	2393131.548	1918010.156	4372727.957	3155462.21	7733228.959	9911107.83	9584559.793
5.16_363.2163m/z	882273.7505	1306612.196	1430898.903	769820.8928	1558922.14	1214173.16	1690878.651	1529687.914	1926716	1854774.007	1991513.379	2756637.101
6.06_366.2403n	200981.3937	380464.0897	100311.3674	108882.257	145506.972	132412.1345	161044.0946	1797049.097	1190017.305	2853934.794	3616150.443	508782.6846
2.33_190.1072m/z	152926.3712	166471.9197	105397.0873	146982.7778	147867.1113	201425.2771	143036.6616	155273.1944	59881.05419	69658.66165	79154.21935	113877.1666
9.51_337.2368m/z	47381.73662	29838.02867	55541.25521	57759.08246	58478.21432	55541.68861	48050.71565	167242.1989	193473.7152	68035.75982	53012.83456	137523.3882
1.35_127.0503m/z	1045678.904	667577.9758	633936.4227	1032936.508	612474.3011	576239.9631	684113.4823	1770406.243	932604.2194	908262.0205	1378973.611	971581.8362
3.86_295.1140m/z	68967.68139	33462.88549	103710.0211	104984.4568	34831.33715	31417.56817	111435.5432	417868.221	209439.7197	32063.4711	182024.5634	155521.5137
6.94_336.2527m/z	958187.2142	952539.4214	946452.3347	1209904.653	1101590.919	1253694.831	992580.7729	1000701.152	597993.3408	539697.742	523263.6667	854617.7464
5.86_542.3257m/z	69645.71356	57351.77685	74096.45919	50612.01138	82675.71017	75724.46966	79492.19895	107892.1551	129802.1677	178934.9314	164290.0234	92448.19028
6.04_561.3645m/z	116.5631719	1386.05242	1.27646E-06	6489.056639	2312.475424	3151.46659	20527.85467	64735.6169	50610.53939	16252.79615	60950.20208	31586.378
7.36_494.3219m/z	59914.3422	74867.07385	29985.75931	195360.6135	53132.18837	82339.50514	121862.1073	120770.8002	136271.1817	220453.9726	219554.1699	198908.8447
2.99_301.1756m/z	191614.8455	195299.4922	79395.6763	175250.8158	138846.9489	218315.3295	139438.7341	107767.9311	58587.03576	84601.94111	98584.94827	94620.71576
1.61_168.0290m/z	77450.33341	80176.27532	43367.61705	22634.73422	100690.6068	74151.66602	100087.3096	15150.97054	7252.402513	22071.51108	20086.21849	11224.82381
8.45_803.6011m/z	29761.28787	39320.446	5535.366625	8964.774745	12986.54225	2956.676573	38293.76538	145702.5644	208686.4213	262047.1998	297811.2518	217422.3017
7.09_367.2474m/z	221528.9507	177858.6382	102203.5072	252216.2279	73479.11041	231969.4262	195392.3454	240975.7827	247552.8541	439741.3788	376338.519	288286.8003
6.42_367.2477m/z	116286.8464	117559.8081	87948.59885	197167.7454	99310.36425	170598.848	102163.6489	193471.9376	177792.5535	210941.5374	276179.2839	223840.4153
8.89_335.2575m/z	854556.3177	1031294.518	834545.6997	935529.5116	985549.9344	1047709.493	1950130.707	4272778.991	3196481.828	5903587.163	8249938.736	4471351.629
1.45_138.0913m/z	84081.85399	137365.3306	86354.14969	180121.5773	179603.1813	107550.3976	233513.7715	472954.2725	369242.8409	139851.5898	342693.9739	122356.5097
1.17_113.0347m/z	251935.8555	265140.0375	380452.9121	356275.5019	254908.293	317144.0694	275171.5048	591357.3625	386783.3182	336425.3008	430051.0114	490298.3446
3.57_297.1807m/z	846019.1322	852280.7764	718300.4502	776394.4892	765133.6719	1238110.715	1007582.923	597236.9118	559551.5085	691091.1584	653091.1095	777791.4411
7.34_384.2294n	208976.2546	228036.474	130581.8452	33811.08157	209727.7765	210740.3307	238314.6316	20911.67853	16159.4453	49521.82838	16130.68091	35999.03901
5.52_322.2141n	59063.74798	85040.87683	20408.52237	23395.76093	39987.11285	39448.104	32328.80164	288790.8787	185221.8635	468395.2017	845811.1155	391447.2329
2.03_441.1860m/z	105302.3526	20054.67531	32639.36807	79157.91301	29764.80253	87020.0717	214951.0292	458943.9389	147151.7392	124350.7797	229420.6689	269152.4538
6.31_484.2838m/z	153329.7479	160200.7697	169090.2531	176226.6089	146479.1648	180594.6253	207276.6113	290112.5969	305434.7659	280660.2213	251414.7433	214191.399
7.01_875.3580m/z	186018.6699	139706.2755	163190.1434	57005.70969	86563.90409	61053.03685	90964.82693	1.27646E-06	24224.61803	14111.6539	5617.60121	78579.80818
9.12_248.1409n	7338.715295	20551.06304	7195.415572	10379.79112	14316.25956	43244.73452	99790.89628	273294.3572	126207.4717	93106.07136	178828.8312	119934.1521
0.77_230.1860m/z	50910.32848	38955.78687	161270.3884	247464.8572	114863.1337	106593.4094	193948.9754	356309.1001	336027.5852	276748.9797	149402.3109	1048569.644
7.14_260.1409n	117817.8627	280005.084	154472.8405	154197.2289	205915.7925	220084.3749	481397.3858	3000162.44	4097021.234	1684659.412	2261161.775	1797954.383
7.72_469.2942m/z	47399.98009	103677.7424	92356.00916	66465.60179	67292.0229	116192.5609	72727.37585	22759.54208	19737.74567	38684.92967	32823.21171	44763.7261
7.08_306.2190n	676501.844	1030365.856	438622.575	892688.4884	294323.8511	819725.3509	722912.8956	1403694.503	1151543.101	1698100.276	1812193.058	1171653.797
4.78_218.1174m/z	8201.393462	12548.59283	12644.47328	24156.56197	15871.80731	12253.7467	12381.55402	48070.5549	86893.70495	56539.01803	63907.4965	86424.37275
7.93_405.2629m/z	1566597.918	1468773.568	1169517.064	1315762.473	1744520.9	1414107.984	1782133.326	1859731.914	1578684.456	2163477.347	1917643.733	1793912.347
8.72_785.5911m/z	367021.1257	266677.4446	86729.59617	252909.9143	431061.622	114654.5805	144698.9563	16562.27221	46318.60287	23389.3732	11875.94566	90832.44377
2.53_369.1399m/z	21797.52923	10544.9372	4169.931125	5995.450494	3338.102231	26115.32667	18669.23751	193562.3032	18408.66344	128279.7485	28115.53626	113840.3871
7.85_301.2521m/z	13680.91201	38364.12653	3487.650129	7357.183456	22705.85973	11969.11809	9625.032846	39761.59495	29360.53654	78042.76388	147520.632	184796.617
10.24_301.2520m/z	11944.73099	14861.33872	4423.495544	19688.74331	8252.893772	12587.53686	11126.30277	233629.1809	122234.2556	209421.4999	423165.5209	531119.207
3.38_513.3067m/z	705035.213	248707.168	757315.5944	1145642.021	1.27646E-06	1.27646E-06	107771.5079	1608140.731	1510983.219	699975.5678	949377.4798	673245.2581
1.51_256.1167n	398287.9005	384800.598	259454.7748	444026.9155	316874.8351	564009.8811	335742.4056	300072.2776	105524.4207	104471.6245	262185.5494	137372.8878
1.79_254.1383m/z	261789.3291	316691.3198	190379.2703	192260.0631	220230.729	324910.2067	235361.0049	199379.8986	175742.229	157765.8053	180385.2912	193182.9245
4.51_297.2210m/z	15843.79751	105507.6043	27504.42099	99499.67367	127974.8888	8832.790802	162266.1823	116142.3796	68637.23826	171742.5721	327349.705	313636.7769
8.59_391.2113m/z	70628.31828	46590.33726	150888.6461	268061.6799	80358.86268	169129.5545	25784.42824	205480.9857	249574.311	218366.546	179023.441	344505.6276
1.13_183.0754n	66706.94635	46696.35271	130998.6017	97749.82246	88805.77765	60025.34636	90281.54924	166597.4391	122101.9705	276180.6377	243386.9773	163435.9148
2.19_264.1227m/z	29421.56216	35065.18778	12477.88771	45924.94793	38880.74863	61016.02409	35777.20254	123732.4072	244786.205	65908.1203	82663.56671	53864.95271
0.77_160.1330m/z	6927056.197	4646570.01	7465951.649	5602501.171	5989514.132	5972019.061	4937359.605	5688699.831	4521947.866	3876589.856	5172901.668	1384620.314
1.96_173.1645m/z	92626.36842	147385.9638	115269.7755	188494.485	104358.0201	322264.9761	100540.2574	261612.0815	185525.2921	282331.0336	273716.4298	320055.9424
4.94_264.1227m/z	9289.045174	13039.57009	40396.54213	8208.765235	22637.34836	12671.04443	38251.92892	79200.83839	113813.5007	70040.38791	58935.19735	21462.93933
2.00_148.0524n	65788116.8	37249417.54	64008271.57	59575221.19	38217607.55	39275266.31	62979499.83	72174963.98	50956491.51	70673984.6	77054658.01	80003702.46
9.42_293.2470m/z	388607.9249	772290.4746	378383.3013	418135.3026	363431.099	412835.48	249761.9067	43594.09469	79863.60175	301775.0398	216362.6044	121165.9037
3.97_493.2519n	45269.51199	14204.91729	6144.933472	37068.71795	1.27646E-06	6185.858414	15927.12381	205861.8403	173025.1015	244082.072	296316.6966	224210.2864
4.00_388.1634n	193003.3557	293574.9322	40956.65182	165808.0788	232127.9533	157715.7947	207569.5823	19220.44854	49310.34965	77873.89037	188898.2047	105890.6152
4.17_232.1542m/z	58064.31706	40668.12308	54184.81365	54408.20023	61167.84464	34001.55953	79812.82439	93410.12727	104861.8527	109177.29	130100.1252	87835.62678
6.39_248.1278m/z	11834.73902	4077.804984	43289.9457	6673.789914	27412.45898	8573.095415	45024.0234	144509.1977	220218.1179	92266.26769	78194.65955	22207.41389
3.72_319.1508m/z	8273.7682	52058.69094	142844.6452	21514.69707	50639.9152	49957.66652	40107.90548	47729.61102	89660.77291	187286.0896	168222.1301	186754.4557
1.32_300.1913m/z	14695.21074	36014.65547	789005.4179	36987.82103	41502.08941	25958.98922	357540.6415	339703.1595	989192.9211	741519.6131	736519.8422	655936.7718
6.66_530.2779m/z	79048.05055	104238.1975	69001.12658	11783.51863	80886.55701	98459.80016	120045.6769	1649.189046	1249.102101	35319.2942	16617.51827	28695.86965
8.13_491.3357m/z	101197.7657	137546.3589	103951.3713	80220.31712	131951.3691	107277.3354	117651.3768	41941.51036	53071.39507	77235.18931	60911.15394	67598.21881
9.25_302.2606n	3318.187506	4324.577234	1.27646E-06	2505.002551	2433.237409	3131.287191	461.8495325	245477.5039	33745.8705	112338.4152	183705.5417	434392.9552
4.88_211.0964m/z	118038.5244	34309.07648	145694.5794	49268.74027	180446.8591	196816.7483	94908.15097	5992.860034	9348.093749	40566.21456	7810.232716	26927.74943
8.09_231.2103m/z	2542.485542	5216.822709	1373.983365	3767.059698	2867.509321	3214.554531	2403.631334	48365.77525	33265.79518	45598.50051	80127.48832	86577.61746
8.34_598.3365m/z	3021986.832	3180667.384	3946813.123	1707460.327	3062096.905	3755174.316	3526941.297	1319511.84	1333263.532	1646952.274	606608.777	1612934.502
3.71_284.1966m/z	7540.215021	7778.403634	139344.8795	11082.28784	12161.71782	14258.72191	55977.04368	140855.1826	200934.131	256539.7532	193197.6876	168493.2419
8.30_509.2561m/z	6521.828073	22269.79047	6233.352057	14722.1217	51189.57605	1913.006353	74374.02696	88295.60849	73096.02655	110848.8033	168734.4504	212565.14
3.96_251.1751m/z	2817155.448	3202754.907	1938039.796	2675065.383	2780372.273	3434363.28	2007808.629	2405821.605	1121297.82	1939487.17	1894136.435	2246301.679
4.58_300.2643m/z	1.27646E-06	1400.532264	1378.343151	36397.19044	1.27646E-06	1.27646E-06	6913.611118	64806.03371	92649.85425	67612.76875	66338.06015	87840.78862
5.09_303.1796m/z	413664.2852	270591.5385	250021.5192	274458.3264	374577.4816	418010.0024	336201.2972	85028.20733	7124.349534	24370.48611	18885.03552	15547.61309
8.45_350.2451n	1589530.529	4465729.183	1977088.43	1515041.113	2007843.084	1251603.997	2557602.754	48457495.31	29488543.43	41384201.89	90460419.75	24864839.07
8.09_352.2607n	2246455.129	3634100.417	1446554.61	3015501.284	2323102.667	2295306.774	1596677.948	28607727.6	20883498.59	27943075.68	46084406.64	51523239.69
7.88_350.2451n	1638126.814	2151057.002	1168227.71	1804931.767	1440791.129	1493283.615	1210103.986	16518296.86	10804054.77	11908498.74	13508045.81	17202323.71
8.38_356.2709n	40284942.19	29515113.54	21194936.79	26241420.2	33580109.83	24414794.24	27067737.65	17549019.63	18045046.29	11890335.69	8803877.149	16096802.21
7.42_352.2608n	850592.0231	1375885.861	827718.7331	768349.9258	1615816.624	893955.9949	386366.1698	8062702.853	8059144.777	16177773.92	16595864.59	18045128.62
7.27_366.2401n	1663931.356	2110814.376	1288784.075	1459323.42	1441100.407	1474946.889	1763579.242	8881482.469	7407793.573	12791339.58	18065314.83	6203947.581
6.56_386.3259m/z	95571.31311	156840.1216	12638.75693	114468.9767	17147.49487	98833.14769	82309.0655	582123.8121	414297.7415	692486.7015	630348.5839	9241.091535
4.60_764.4702n	42903.93849	126475.194	44223.02764	39737.5193	70772.89957	48668.77461	21549.66867	162918.4521	85138.31702	449629.4942	710718.6995	770686.8561
3.06_934.3253m/z	12533.90342	39175.6154	21535.95555	5371.195469	1.27646E-06	1.27646E-06	54819.03805	338627.581	172479.7225	204403.1179	135317.7485	72603.93704
8.07_316.2398n	286590.4453	437089.8191	217859.8918	292668.426	517271.4389	278180.3799	238693.5667	2464385.674	1808426.989	2577241.758	4073192.251	4667482.047
0.74_378.1757m/z	36557.2846	46043.66167	34824.68489	21328.46921	76647.83877	169109.0837	120842.6369	310876.165	1007246.278	224101.6189	447126.1807	346340.2448
9.60_262.1564n	493523.5615	796689.7733	320137.128	991835.2713	839686.9186	1983624.736	5357026.826	3861367.243	3528535.731	5440519.818	5459249.446	5311561.724
1.22_254.1607m/z	288228.9498	303392.0879	433820.6685	264068.4914	272632.2315	275096.4741	311877.1653	37256.33166	48604.35047	54369.12936	37808.72769	55364.7413
5.90_468.3065m/z	1198160.546	1215453.372	1552974.755	1430308.506	1458592.641	1659364.092	2142114.777	2200846.223	5007778.308	3806725.295	3406386.633	3985267.213
8.89_353.2683m/z	124207.1372	177001.4637	90421.02134	110668.6676	54449.62444	74460.22703	119881.2305	2294649.236	1415472.697	2489735.847	3158912.702	790409.1386
1.13_229.1786n	178248.882	146933.2447	248959.0382	406148.3561	216090.468	157978.6184	268996.2068	784791.3342	555501.8592	365042.0787	199873.782	1085601.728
8.76_432.3234n	1273844.304	1749206.168	283393.2818	1833876.684	1036509.068	1128181.756	684121.9208	3064623.525	3163347.696	1097058.364	2188227.791	6399448.158
6.63_276.1359n	815851.3721	801213.2767	1390429.755	863296.7232	1048758.629	793078.9331	1194475.826	809314.7971	977001.9424	337157.9962	305541.8889	640751.7584
8.45_314.2241n	288372.7957	461394.6205	222533.6263	300033.3174	242287.1517	190005.8499	295671.8669	1839385.268	1278947.278	1701179.245	2752990.516	1346043.833
8.03_474.3339n	4028376.532	5170101.535	3677290.582	2707410.346	4298940.279	3509022.676	3663563.994	2292006.805	2162706.499	2278637.955	1934519.946	2506934.616
5.09_284.1621n	2099048.59	1559069.7	1416046.655	1469874.828	1941337.343	2493125.273	1804064.361	665305.7696	219849.5358	297077.5341	247930.5887	284518.1784
8.89_705.5290m/z	1.27646E-06	6249.686273	1.27646E-06	1.27646E-06	1.27646E-06	1.27646E-06	1.27646E-06	1877356.008	805824.5135	2267163.782	3772091.945	185623.3408
5.65_413.1985m/z	8905.957016	198395.4411	78261.63421	98708.80475	473331.5248	2401.774746	991275.5415	595535.9986	1748996.076	348127.1769	3278222.747	4608096.123
8.57_598.3366m/z	2402472.741	2990025.216	3787721.438	1576261.202	3557270.118	3228619.631	3306637.163	1645585.745	1631549.714	1788037.506	702879.4993	1633669.891
4.63_252.1723n	24658.1364	1420450.414	77485.63971	1017386.95	60529.90501	529422.8201	859188.4307	1974756.042	1834175.589	1199419.086	1845688.343	3087276.823
7.42_316.2400n	245946.4625	333205.9618	217930.4124	149206.0723	507652.7354	264732.7119	237305.414	876637.0198	838773.8867	1977157.07	2093040.063	2352022.664
8.09_291.2313m/z	33652.49841	47208.88246	39677.67283	43026.85692	42583.41108	37741.89948	27625.28824	240547.1805	175737.4007	230367.8058	367048.0029	426317.3795
9.16_250.1565n	69791.04157	90995.80388	121113.5915	230452.6622	110805.482	86714.77125	106478.2228	693639.3048	819385.4601	1656668.063	1386103.086	2845028.659
8.89_317.2472m/z	209393.6617	245660.8309	169467.9187	224374.6191	208200.7534	209355.6733	324757.9347	1249805.676	825704.4063	1575349.128	2006026.036	1310723.029
6.76_289.2158m/z	195448.3365	281721.6238	295201.1895	229484.7888	313437.7568	276440.2641	273986.4324	387909.9182	367213.2458	563650.2295	606051.2436	798796.7231
7.27_331.2263m/z	316815.8538	435862.4701	255567.3664	245320.1266	334421.0085	289545.9209	344704.5298	1325296.945	1026721.961	1669296.242	2173932.488	1071182.763
3.88_161.0476n	175325.7558	906113.2314	3857785.731	1652130.248	1833397.387	902173.9746	3020251.294	3380216.914	3269141.034	2573145.546	3013772.572	4563696.673
7.88_314.2243n	155935.0684	223278.6265	177209.0825	162721.4689	198456.4067	158790.9726	161881.4678	1236420.789	833842.3678	964843.4938	1135434.369	1320971.364
6.84_334.2503n	256962.4074	292456.5634	152055.689	212968.9801	167799.6015	228933.3337	242883.3642	1027993.905	705805.6361	1841005.95	2849503.589	696333.1044
9.51_476.3496n	1234441.292	1402612.487	2005908.32	1105850.176	1625750.832	1231275.136	1312707.551	455804.1299	572502.612	486992.3268	356413.0388	663576.4343
7.08_736.5112n	359498.6956	636476.3445	156339.8267	741090.8996	23326.62471	550738.0704	309164.1378	1296995.805	819602.5938	1809688.876	2099722.787	979117.2087
9.10_646.5010n	1183387.413	2372936.283	3709280.742	1851679.888	2917592.97	3225552.059	4185113.705	1924611.748	1580333.26	906129.2708	325380.7582	2426591.742
1.20_174.1235m/z	1943093.616	2178474.056	2080383.489	1523219.505	2910395.412	2653379.958	1430739.268	1134840.829	728816.6688	1005762.596	1247737.686	1216436.221
8.09_393.2868n	169675.0091	164845.9025	71721.61503	409736.7783	97569.31314	105060.0585	119609.1469	827603.9134	621067.617	788132.5291	1583318.46	1406352.587
0.77_130.0863m/z	578351.1761	602485.9196	2142746.987	926047.1556	703326.2487	399484.017	867569.9578	3873407.566	3596252.804	963535.4583	956265.4595	1838137.52
4.52_257.1987n	2952446.789	2058781.928	2041712.807	1962185.365	2033882.711	2793330.307	2511782.361	2990900.178	2929273.301	3389368.132	3313129.026	3784626.287
6.79_243.1013m/z	143023.0387	155612.0138	303491.5808	463392.3524	375818.2302	163610.0503	860425.0737	1023809.644	1402897.273	1172564.052	863894.4026	1455636.993
6.62_372.3466m/z	205994.7869	422401.7368	88252.66686	347971.3836	133979.0684	360046.0062	409999.5539	1153799.626	1100659.657	2058887.152	1960236.701	29985.09756
6.70_358.2504n	1439400.572	1682828.433	737510.3172	846827.6702	1329233.72	1339248.408	945284.9049	288446.2603	333592.4418	667957.2565	299467.2471	358599.3404
4.74_346.2137n	490885.654	939908.3273	551839.3411	396088.1842	656909.678	622454.8326	583272.9903	993678.5807	717701.0875	1553512.309	2171360.547	1776857.301
1.13_362.2269n	1195439.947	739705.0348	477477.33	869580.5694	682846.4118	1296280.764	430386.2271	759501.2983	352387.3578	324331.02	325326.0335	428893.8758
9.99_457.3308m/z	196509.1209	234681.9169	350321.8148	174427.788	271465.6924	204590.5508	236682.0063	123069.9639	124779.9575	107150.7711	91611.25487	132108.1667
7.30_512.2800n	116356.3595	305273.9226	165867.1602	222056.5266	463002.8762	163652.7785	470667.8002	517566.959	606087.9841	726743.5385	1954197.632	1739532.35
6.86_424.2818n	2372990.765	2496626.59	1206052.182	936258.3391	2830332.472	1855104.097	2178716.387	986900.5001	852120.1376	1428051.051	1026326.123	1109651.089
6.55_430.3159m/z	2038115.947	1835542.489	897260.84	1700987.922	1569646.665	2578927.476	1451009.55	910073.8919	497340.2631	925428.4681	1071254.08	857900.0495
3.91_217.0969m/z	733207.8644	553697.5056	1140557.696	1250241.661	1052136.222	555778.8756	690303.9159	2268097.587	2279780.539	1022475.234	1122158.306	1689521.853
7.08_314.2242n	1269021.371	2370541.149	1041749.62	1704005.67	1143943.257	1541865.781	2018908.227	1913430.986	1787715.785	2921871.077	3236223.914	2309747.763
9.51_512.3939m/z	651055.7059	773958.7293	962717.6749	551623.6716	991046.9534	538314.3282	602781.8122	109940.7044	151275.2581	160754.6678	118557.0057	177562.8913
5.62_468.3065m/z	2727911.932	2462371.567	2520164.469	2988691.775	2329901.836	3046332.515	3390923.101	3342907.591	3738104.571	3716421.554	3504376.515	3128581.981
7.27_457.2114m/z	1.27646E-06	905.3824724	1.27646E-06	1.27646E-06	23391.71132	30989.16648	3602.147277	60186.97606	264499.0443	8465.446585	106810.6195	37070.31633
1.32_400.1456m/z	1.27646E-06	1.27646E-06	109349.6057	1.27646E-06	30745.59609	14213.5856	36994.66986	1049371.673	1419198.319	1.27646E-06	1479072.655	52102.24052
8.82_507.2405m/z	136380.8158	257690.1089	166917.5446	170973.1711	303990.9887	36073.56067	474969.6616	355399.1611	279679.3489	549601.7593	482575.0095	780339.3525
8.10_455.3147m/z	823476.7241	1141533.47	935888.7435	700987.272	987516.5063	855277.9988	859662.4367	654140.7451	601577.2478	727261.8493	604324.3756	746593.1887
5.09_220.1462n	751877.0862	531863.0675	484005.1911	520371.8254	691922.3435	835525.1105	596024.1184	206740.0577	56216.10766	75448.47201	69523.90955	73766.11604
7.23_389.2678m/z	2160614.896	2917561.095	1765203.165	1229422.483	3433634.15	2101992.988	2477379.156	1453162.367	1291925.628	1919439.213	1433384.741	1444503.214
1.11_295.1268n	1092229.758	567653.8137	1438930.701	1290106.004	626081.0297	487411.89	1186123.054	2053712.899	1252810.147	1263784.67	1868274.26	1694432.739
9.58_149.0959m/z	125414.2856	171038.8579	96831.98854	212529.014	191724.0157	383507.7828	998979.7453	766655.5435	677219.6191	993541.273	1014248.526	1016550.333
8.31_437.3008m/z	878401.2499	805954.6403	471485.9568	599406.9879	661283.7525	500183.1966	781707.5806	623288.6629	474966.6778	339448.351	318005.6306	351033.8587
8.45_374.2683m/z	84664.69027	102345.5913	61691.8558	64672.43251	136581.9999	46104.19819	72548.33167	593662.6432	404535.2094	526798.4308	865902.6601	373138.012
5.99_320.1983n	24613.92168	44401.36777	14483.10826	14911.48577	28045.1945	12879.48714	20812.62942	226958.6855	234372.4075	153033.9721	160045.8591	178093.0043
6.72_358.3673m/z	114035.8465	336090.6983	135974.2516	234431.6379	171803.0567	271790.3186	451006.8357	601695.0405	899697.2514	1388879.016	1550751.298	14788.17904
4.14_346.1759m/z	17293.58498	24065.52468	301807.2644	12365.85509	21605.56461	18213.62001	138866.5662	377794.57	877051.842	953634.8837	490841.7332	366180.0943
8.73_459.3465m/z	924284.3658	1317957.554	1096071.998	833605.9291	1215546.142	1030301.631	1098270.003	643830.9004	606065.3446	609959.355	567425.9012	765821.6957
8.40_743.5440m/z	1.27646E-06	37250.10159	2561.337994	1.27646E-06	1.27646E-06	1.27646E-06	1.27646E-06	242215.1029	174823.2197	160135.7531	178154.9322	97801.39387
2.65_229.1181m/z	1131423.827	950246.5695	845052.8782	773634.3288	949740.5386	1248225.576	1222881.686	1211162.596	1438762.939	1746062.373	1920498.999	1244884.888
7.22_259.0961m/z	152007.1593	347092.0374	214241.054	79656.9186	472458.5087	802750.8492	184276.4345	499323.2944	981083.5359	652538.5979	1081797.823	813230.2659
9.91_459.3465m/z	575907.2364	660089.5347	743522.0843	462569.8926	594784.8821	570788.801	525209.9961	270084.632	194390.6359	229279.6091	179069.0642	214013.472
3.39_295.1648m/z	1705197.676	1498110.732	1194336.183	1734639.344	1413899.994	1462749.682	1381503.056	626439.4683	652707.311	1253176.1	1534577.774	772435.1414
4.32_274.1314n	2997031.353	3050788.639	2905218.466	2676010.313	2802812.013	3526592.069	2473714.254	2301513.227	1933482.207	2098159.055	2326769.539	3033545.914
5.52_462.2879m/z	1209829.804	1286200.893	1633578.903	1506635.113	1199723.155	1446285.007	1898722.376	2002604.926	1940178.169	2102194.952	2057589.158	1555625.381
3.61_511.2910m/z	279933.3559	154823.4287	818283.3067	418077.8183	2571.349789	8301.428097	73847.7223	1118414.039	1026333.136	439224.7527	619891.1604	583466.4515
0.77_189.0999n	847814.4568	1026701.032	621385.4689	691653.6442	734357.5826	783064.7246	915383.3094	1770363.832	1430361.519	869623.962	1051514.571	1101224.64
9.58_441.3357m/z	769035.5124	779994.4766	1493958.61	707956.5414	1160411.607	966325.7247	979230.8998	561995.3241	636657.0797	483480.4619	324309.0466	745959.0547
5.62_416.2550m/z	1661.992375	2959.417487	1868.631802	63369.45736	5021.794032	3659.967236	1385.15335	86252.35726	137774.3923	157810.1351	298230.662	224971.8669
6.27_330.1100n	240997.5449	358933.4615	332085.6839	267458.1062	375853.2355	326782.4417	446306.2899	466.7624461	4044.699722	9740.282684	3948.87906	7591.42055
9.05_322.2139n	284481.5181	216721.1289	469872.404	468065.9922	609941.52	410907.0239	269344.3349	1174845.955	1406422.796	466337.6003	303614.1568	1066525.287
6.06_239.1273m/z	58386.33059	50127.66457	152614.2478	115351.8083	89235.84361	81551.00878	80206.95057	344618.7129	235130.3874	120407.9871	157432.1723	172295.2241
8.57_398.3176n	891911.0908	825961.1933	568918.551	850875.8576	1313655.873	766533.162	924277.2101	880044.5217	1253142.229	1292622.059	1510590.512	1698119.184
5.59_466.2910m/z	996909.5437	1026383.265	1106180.91	1171758.823	941331.3325	1270568.33	1425938.014	1256956.657	1622812.277	1659910.591	1597463.442	1503222.747
5.36_481.2784n	262674.045	322698.3275	396254.4892	394042.881	336298.9217	435437.5768	471025.4149	502223.5824	796197.7362	756919.3278	782843.0936	750316.1435
6.06_408.2732m/z	72085.70468	118261.4635	30149.10596	96585.1451	145713.3811	137894.7012	95438.89264	263890.2786	218642.7064	400861.4994	453973.7778	102894.1455
5.09_249.1483m/z	548783.3034	447499.7662	416109.7483	416734.4334	517554.881	682835.0089	501897.298	242613.5963	152364.2931	147699.2108	117712.1628	199979.4722
8.09_452.3496n	930405.6291	715905.4202	452650.6521	1141862.756	1501390.591	792404.8061	751858.2691	1001418.48	1088510.888	1535878.797	1635121.406	1567161.362
8.27_413.3044m/z	295619.0706	725805.9319	399147.9267	365113.559	1129980.635	440207.7109	704381.5157	1047256.892	1782116.588	567723.6955	887464.2403	1127941.592
6.55_514.2834m/z	207146.2453	240147.5646	157267.6312	48363.32533	313747.9224	241733.1595	291680.2953	16788.40937	61017.43654	61505.85927	45875.68394	41141.33462
